id,month,repayment_status,payment_amount
8223,june,-2,305
8223,may,-2,21742
8223,april,-1,0
8224,september,4,0
8224,august,3,0
8224,july,2,1900
8224,june,2,15
8224,may,2,1030
8224,april,0,30802
8225,september,1,1745
8225,august,2,0
8225,july,2,3554
8225,june,2,0
8225,may,2,1190
8225,april,0,1030
8226,september,1,0
8226,august,2,2260
8226,july,2,0
8226,june,2,1600
8226,may,2,0
8226,april,2,644
8227,september,-1,344
8227,august,-1,900
8227,july,-1,10040
8227,june,-1,0
8227,may,2,790
8227,april,2,0
8228,september,0,4097
8228,august,0,3360
8228,july,0,2100
8228,june,0,2100
8228,may,0,2200
8228,april,0,3000
8229,september,-1,3807
8229,august,-1,1160
8229,july,-1,985
8229,june,-1,0
8229,may,-1,65862
8229,april,-1,66240
8230,september,0,25624
8230,august,0,21898
8230,july,0,20851
8230,june,0,19599
8230,may,0,26000
8230,april,0,20000
8231,september,4,0
8231,august,5,0
8231,july,4,0
8231,june,3,0
8231,may,2,3100
8231,april,0,798
8232,september,-1,0
8232,august,-1,0
8232,july,-2,8780
8232,june,-1,11990
8232,may,-1,0
8232,april,-1,0
8233,september,-1,493
8233,august,-1,493
8233,july,-1,493
8233,june,-1,493
8233,may,-1,493
8233,april,-1,493
8234,september,0,1500
8234,august,0,30000
8234,july,0,2000
8234,june,0,8000
8234,may,0,0
8234,april,2,5000
8235,september,0,1500
8235,august,0,1450
8235,july,0,889
8235,june,0,920
8235,may,0,992
8235,april,0,1000
8236,september,0,10000
8236,august,0,8507
8236,july,0,17215
8236,june,0,11000
8236,may,2,0
8236,april,2,12000
8237,september,-1,7001
8237,august,-1,17173
8237,july,-1,1000
8237,june,0,1000
8237,may,0,0
8237,april,0,2e+05
8238,september,0,1300
8238,august,0,1150
8238,july,0,2000
8238,june,0,0
8238,may,2,1400
8238,april,2,0
8239,september,2,4334
8239,august,0,4250
8239,july,0,2946
8239,june,0,2506
8239,may,0,2458
8239,april,0,2524
8240,september,-2,5392
8240,august,-2,5151
8240,july,-2,3434
8240,june,-2,1143
8240,may,-2,0
8240,april,-2,0
8241,september,1,17
8241,august,2,5043
8241,july,0,2500
8241,june,0,2009
8241,may,0,2015
8241,april,0,2010
8242,september,2,4048
8242,august,0,3105
8242,july,0,2700
8242,june,0,2510
8242,may,0,2703
8242,april,0,2700
8243,september,1,0
8243,august,-2,0
8243,july,-2,0
8243,june,-2,0
8243,may,-2,0
8243,april,-2,0
8244,september,-1,546
8244,august,-1,0
8244,july,-1,2538
8244,june,-1,0
8244,may,2,846
8244,april,-1,696
8245,september,0,5501
8245,august,0,5061
8245,july,0,5000
8245,june,0,5000
8245,may,0,3900
8245,april,0,3246
8246,september,-2,810
8246,august,-2,500
8246,july,-2,0
8246,june,-2,0
8246,may,-2,300
8246,april,-2,0
8247,september,-1,414
8247,august,-1,6437
8247,july,-1,10428
8247,june,0,463
8247,may,0,426
8247,april,0,219
8248,september,0,71536
8248,august,0,12536
8248,july,0,11704
8248,june,0,212059
8248,may,0,12958
8248,april,0,12819
8249,september,1,0
8249,august,2,5000
8249,july,0,3300
8249,june,0,3500
8249,may,0,3500
8249,april,0,3550
8250,september,0,6700
8250,august,0,6000
8250,july,0,7000
8250,june,0,6900
8250,may,0,0
8250,april,0,0
8251,september,2,0
8251,august,2,5000
8251,july,0,3000
8251,june,0,3000
8251,may,0,3000
8251,april,0,5000
8252,september,0,2000
8252,august,0,1409
8252,july,0,1068
8252,june,0,3000
8252,may,0,0
8252,april,2,3450
8253,september,0,3000
8253,august,0,4000
8253,july,0,6500
8253,june,0,5000
8253,may,0,2000
8253,april,0,4000
8254,september,0,8932
8254,august,0,4707
8254,july,0,1862
8254,june,0,140061
8254,may,0,5262
8254,april,0,5300
8255,september,0,19689
8255,august,-1,2092
8255,july,0,1500
8255,june,0,1500
8255,may,0,0
8255,april,2,161
8256,september,0,3122
8256,august,0,2123
8256,july,0,4300
8256,june,0,0
8256,may,2,2800
8256,april,0,3000
8257,september,-2,0
8257,august,-2,0
8257,july,-2,0
8257,june,-2,0
8257,may,-2,0
8257,april,-2,0
8258,september,1,150000
8258,august,-1,1500
8258,july,0,3000
8258,june,0,2000
8258,may,0,2000
8258,april,0,3000
8259,september,0,8000
8259,august,0,10000
8259,july,0,10000
8259,june,0,4500
8259,may,0,4500
8259,april,0,5300
8260,september,0,2351
8260,august,0,1237
8260,july,0,422
8260,june,0,528
8260,may,0,2000
8260,april,0,5000
8261,september,-1,0
8261,august,-1,0
8261,july,-2,467
8261,june,-1,203
8261,may,-1,0
8261,april,-1,1116
8262,september,0,10122
8262,august,0,35206
8262,july,0,40600
8262,june,0,5000
8262,may,0,10000
8262,april,0,10000
8263,september,0,6600
8263,august,0,7738
8263,july,0,6200
8263,june,0,6418
8263,may,0,13000
8263,april,0,0
8264,september,-1,1365
8264,august,-1,8722
8264,july,-1,72
8264,june,0,0
8264,may,0,391
8264,april,-1,1406
8265,september,0,1204
8265,august,0,1901
8265,july,-1,2355
8265,june,-1,4206
8265,may,-1,5889
8265,april,-1,0
8266,september,0,5425
8266,august,0,4979
8266,july,0,3715
8266,june,0,4498
8266,may,0,86728
8266,april,-1,2412
8267,september,-1,18008
8267,august,0,20000
8267,july,0,12000
8267,june,0,5000
8267,may,0,3000
8267,april,0,1900
8268,september,0,1397
8268,august,0,1415
8268,july,0,911
8268,june,0,2051
8268,may,0,0
8268,april,2,1500
8269,september,-1,19614
8269,august,-1,628
8269,july,-1,628
8269,june,-1,1604
8269,may,-1,0
8269,april,2,168
8270,september,2,444
8270,august,2,444
8270,july,2,888
8270,june,2,0
8270,may,2,888
8270,april,2,0
8271,september,0,5000
8271,august,0,6781
8271,july,0,5000
8271,june,0,6452
8271,may,0,6696
8271,april,0,6892
8272,september,0,1842
8272,august,0,2000
8272,july,0,2000
8272,june,0,2000
8272,may,0,1500
8272,april,0,3000
8273,september,0,1509
8273,august,0,1500
8273,july,0,605
8273,june,0,1500
8273,may,0,1500
8273,april,0,3000
8274,september,0,2100
8274,august,0,3650
8274,july,0,0
8274,june,2,1700
8274,may,0,2000
8274,april,0,3000
8275,september,1,0
8275,august,2,1744
8275,july,0,1100
8275,june,0,1074
8275,may,0,1200
8275,april,0,1000
8276,september,1,0
8276,august,2,10000
8276,july,2,5000
8276,june,2,5000
8276,may,3,7661
8276,april,4,6608
8277,september,1,0
8277,august,-2,0
8277,july,-2,0
8277,june,-2,0
8277,may,-2,0
8277,april,-2,0
8278,september,0,1868
8278,august,0,1939
8278,july,0,907
8278,june,0,1100
8278,may,0,0
8278,april,0,0
8279,september,0,5000
8279,august,0,2000
8279,july,2,0
8279,june,2,5000
8279,may,2,0
8279,april,2,5000
8280,september,-1,3784
8280,august,-1,4511
8280,july,-1,3174
8280,june,-1,3852
8280,may,-1,5417
8280,april,-1,4720
8281,september,1,450
8281,august,-1,0
8281,july,-1,0
8281,june,-2,247
8281,may,-1,0
8281,april,-1,0
8282,september,-1,1380
8282,august,-1,1380
8282,july,-1,2760
8282,june,-1,0
8282,may,0,1700
8282,april,-1,0
8283,september,0,4000
8283,august,0,4000
8283,july,0,2003
8283,june,0,7202
8283,may,0,5314
8283,april,0,3535
8284,september,0,5000
8284,august,0,1275
8284,july,0,2704
8284,june,0,3200
8284,may,-1,0
8284,april,-1,0
8285,september,0,2174
8285,august,0,1785
8285,july,0,296
8285,june,0,306
8285,may,0,444
8285,april,0,10686
8286,september,-1,1389
8286,august,-1,0
8286,july,-2,25919
8286,june,-1,1000
8286,may,2,0
8286,april,2,19283
8287,september,0,5000
8287,august,0,5000
8287,july,0,4300
8287,june,0,5000
8287,may,0,5158
8287,april,0,4200
8288,september,1,690
8288,august,-1,25566
8288,july,-1,1066
8288,june,0,1091
8288,may,0,1100
8288,april,0,1312
8289,september,0,1500
8289,august,0,2000
8289,july,0,1000
8289,june,0,3000
8289,may,0,1000
8289,april,0,1000
8290,september,-2,0
8290,august,-2,0
8290,july,-2,960
8290,june,-2,0
8290,may,-2,1185
8290,april,-2,379
8291,september,0,1811
8291,august,0,5008
8291,july,0,5000
8291,june,0,30000
8291,may,0,62010
8291,april,-1,50077
8292,september,0,1468
8292,august,0,1400
8292,july,0,900
8292,june,0,1000
8292,may,0,1000
8292,april,0,600
8293,september,-1,0
8293,august,-1,0
8293,july,-2,0
8293,june,-2,0
8293,may,-2,2400
8293,april,-1,0
8294,september,2,3695
8294,august,2,2000
8294,july,2,1900
8294,june,2,0
8294,may,2,3700
8294,april,2,0
8295,september,0,5247
8295,august,0,3213
8295,july,0,2857
8295,june,0,2963
8295,may,0,4566
8295,april,0,1969
8296,september,2,2700
8296,august,2,3600
8296,july,2,3100
8296,june,2,3000
8296,may,2,3200
8296,april,2,3000
8297,september,0,1300
8297,august,0,1200
8297,july,0,1000
8297,june,0,1000
8297,may,0,569
8297,april,0,200
8298,september,1,0
8298,august,-2,0
8298,july,-2,0
8298,june,-2,0
8298,may,-2,0
8298,april,-2,0
8299,september,0,1507
8299,august,0,2172
8299,july,0,1523
8299,june,2,0
8299,may,2,2000
8299,april,0,2000
8300,september,0,1075
8300,august,0,1200
8300,july,0,0
8300,june,0,68424
8300,may,-1,1264
8300,april,0,0
8301,september,0,11320
8301,august,0,10000
8301,july,0,7600
8301,june,0,8000
8301,may,0,8000
8301,april,0,8200
8302,september,0,1232
8302,august,0,1000
8302,july,0,0
8302,june,0,326
8302,may,0,333
8302,april,-1,12425
8303,september,1,0
8303,august,3,0
8303,july,2,1800
8303,june,2,0
8303,may,2,1000
8303,april,0,1000
8304,september,0,2500
8304,august,0,21000
8304,july,0,2000
8304,june,0,687
8304,may,0,1500
8304,april,0,2000
8305,september,0,12005
8305,august,0,10155
8305,july,0,6000
8305,june,0,5000
8305,may,0,6000
8305,april,0,6000
8306,september,0,1455
8306,august,0,1400
8306,july,0,4500
8306,june,0,0
8306,may,2,1500
8306,april,0,2000
8307,september,-2,0
8307,august,-2,0
8307,july,-2,932
8307,june,-2,2487
8307,may,-1,0
8307,april,-1,0
8308,september,0,3963
8308,august,0,3500
8308,july,0,2956
8308,june,0,3220
8308,may,0,3100
8308,april,0,3344
8309,september,-2,0
8309,august,-2,0
8309,july,-2,0
8309,june,-2,0
8309,may,-2,0
8309,april,-2,0
8310,september,0,3000
8310,august,0,3000
8310,july,0,2100
8310,june,0,1500
8310,may,0,1300
8310,april,0,1200
8311,september,0,2000
8311,august,0,2000
8311,july,0,1000
8311,june,0,1000
8311,may,0,661
8311,april,0,1000
8312,september,-2,780
8312,august,-2,0
8312,july,-2,5100
8312,june,-2,0
8312,may,-2,0
8312,april,-2,0
8313,september,0,10003
8313,august,0,10009
8313,july,0,10014
8313,june,0,8500
8313,may,0,10000
8313,april,0,8000
8314,september,0,3013
8314,august,0,4031
8314,july,0,3012
8314,june,0,2006
8314,may,0,3121
8314,april,0,5781
8315,september,0,4000
8315,august,0,3000
8315,july,0,3000
8315,june,0,3338
8315,may,0,5000
8315,april,0,4000
8316,september,0,1881
8316,august,0,1683
8316,july,0,1064
8316,june,0,900
8316,may,0,862
8316,april,0,1000
8317,september,0,14227
8317,august,0,9334
8317,july,0,4106
8317,june,0,4405
8317,may,0,4678
8317,april,0,4527
8318,september,0,2550
8318,august,0,1500
8318,july,0,1001
8318,june,0,1038
8318,may,0,1200
8318,april,0,1233
8319,september,0,5005
8319,august,0,5000
8319,july,0,10216
8319,june,0,876
8319,may,0,1252
8319,april,-1,0
8320,september,0,2133
8320,august,0,1058
8320,july,0,2000
8320,june,0,2043
8320,may,0,5919
8320,april,-1,16346
8321,september,1,0
8321,august,-2,0
8321,july,-2,0
8321,june,-2,0
8321,may,-2,0
8321,april,-2,0
8322,september,0,2613
8322,august,0,5900
8322,july,0,1000
8322,june,0,428
8322,may,0,1000
8322,april,0,2000
8323,september,0,61
8323,august,0,130000
8323,july,-1,10000
8323,june,0,1684
8323,may,0,826
8323,april,-2,1793
8324,september,2,1500
8324,august,2,1000
8324,july,2,718
8324,june,2,3
8324,may,2,1800
8324,april,2,0
8325,september,-1,50836
8325,august,-1,39033
8325,july,0,524
8325,june,0,18
8325,may,0,57227
8325,april,-1,422
8326,september,0,1219
8326,august,0,1000
8326,july,0,1000
8326,june,0,1340
8326,may,0,0
8326,april,0,0
8327,september,-2,14213
8327,august,-2,10628
8327,july,-2,7826
8327,june,-2,1707
8327,may,-2,15087
8327,april,-2,5379
8328,september,0,3000
8328,august,0,10032
8328,july,0,8000
8328,june,0,5139
8328,may,0,1000
8328,april,0,1000
8329,september,0,4100
8329,august,0,3500
8329,july,0,3200
8329,june,0,3300
8329,may,0,3334
8329,april,0,4000
8330,september,0,2500
8330,august,0,3000
8330,july,0,2244
8330,june,0,2478
8330,may,0,4800
8330,april,0,0
8331,september,-1,1274
8331,august,-1,19143
8331,july,-1,1305
8331,june,0,2063
8331,may,0,1695
8331,april,0,195000
8332,september,0,5148
8332,august,0,3216
8332,july,0,2003
8332,june,0,3000
8332,may,0,3041
8332,april,0,5056
8333,september,0,1262
8333,august,0,1003
8333,july,0,0
8333,june,0,1050
8333,may,0,0
8333,april,0,0
8334,september,0,15047
8334,august,0,15000
8334,july,0,14000
8334,june,0,5008
8334,may,0,10055
8334,april,0,30015
8335,september,0,2200
8335,august,0,1923
8335,july,0,1682
8335,june,0,2000
8335,may,0,2000
8335,april,0,1300
8336,september,1,0
8336,august,2,1900
8336,july,0,1418
8336,june,0,1800
8336,may,0,1300
8336,april,0,1000
8337,september,0,4173
8337,august,0,4275
8337,july,0,4054
8337,june,0,4191
8337,may,0,4302
8337,april,0,4567
8338,september,2,4700
8338,august,2,0
8338,july,2,2010
8338,june,2,1100
8338,may,2,0
8338,april,2,2100
8339,september,-2,4
8339,august,-2,149654
8339,july,-2,18885
8339,june,-2,5940
8339,may,-2,69337
8339,april,-2,200655
8340,september,-1,0
8340,august,-1,697
8340,july,-1,697
8340,june,-1,895
8340,may,-1,1341
8340,april,-1,402
8341,september,2,3140
8341,august,0,923
8341,july,0,4663
8341,june,0,2530
8341,may,2,3687
8341,april,2,5000
8342,september,1,0
8342,august,-2,0
8342,july,-2,0
8342,june,-2,0
8342,may,-2,0
8342,april,-2,0
8343,september,0,6887
8343,august,0,7019
8343,july,0,7000
8343,june,0,7200
8343,may,0,7200
8343,april,0,7000
8344,september,0,2000
8344,august,0,2000
8344,july,0,1500
8344,june,0,1500
8344,may,0,3000
8344,april,0,2000
8345,september,-1,41679
8345,august,-1,8344
8345,july,-1,8275
8345,june,-1,7606
8345,may,-1,10000
8345,april,0,11010
8346,september,2,1500
8346,august,0,1356
8346,july,0,900
8346,june,0,1000
8346,may,0,1100
8346,april,0,664
8347,september,-2,9782
8347,august,-2,9350
8347,july,-2,6972
8347,june,-2,11879
8347,may,-2,15574
8347,april,-2,12921
8348,september,0,41088
8348,august,-1,2
8348,july,-1,38
8348,june,-2,85155
8348,may,-1,58
8348,april,2,13652
8349,september,0,2000
8349,august,0,1000
8349,july,2,1000
8349,june,0,2000
8349,may,0,1200
8349,april,0,2000
8350,september,0,2281
8350,august,0,2961
8350,july,0,5000
8350,june,0,2700
8350,may,2,2600
8350,april,2,2700
8351,september,0,1279
8351,august,0,1083
8351,july,0,500
8351,june,0,1000
8351,may,0,1000
8351,april,0,142
8352,september,0,6453
8352,august,0,6000
8352,july,0,5334
8352,june,0,5397
8352,may,0,5400
8352,april,0,5894
8353,september,-1,5021
8353,august,-1,5134
8353,july,-1,322
8353,june,-1,5013
8353,may,-1,7611
8353,april,-1,8059
8354,september,0,9001
8354,august,0,6369
8354,july,0,3864
8354,june,0,3501
8354,may,0,3001
8354,april,0,1701
8355,september,0,6107
8355,august,0,6000
8355,july,0,4500
8355,june,0,4500
8355,may,0,4500
8355,april,0,4500
8356,september,0,6000
8356,august,0,5020
8356,july,0,81569
8356,june,0,331788
8356,may,-1,10002
8356,april,0,5003
8357,september,1,586
8357,august,-1,0
8357,july,-1,3457
8357,june,-1,1375
8357,may,-1,200
8357,april,-1,754
8358,september,-1,2012
8358,august,0,3004
8358,july,0,5011
8358,june,0,1061
8358,may,0,65663
8358,april,-1,2019
8359,september,0,8218
8359,august,0,7912
8359,july,0,6284
8359,june,0,6313
8359,may,0,6200
8359,april,0,6419
8360,september,0,1700
8360,august,0,1700
8360,july,0,1000
8360,june,0,1039
8360,may,0,1000
8360,april,0,1000
8361,september,1,780
8361,august,-1,0
8361,july,2,540
8361,june,-1,11040
8361,may,-1,953
8361,april,-1,9622
8362,september,0,3000
8362,august,0,0
8362,july,2,850
8362,june,0,920
8362,may,0,750
8362,april,0,300
8363,september,0,1656
8363,august,0,0
8363,july,2,14580
8363,june,-1,500
8363,may,0,458
8363,april,0,873
8364,september,-1,500
8364,august,-1,0
8364,july,-1,19000
8364,june,-1,19000
8364,may,-1,19000
8364,april,-1,19000
8365,september,-1,16570
8365,august,-1,1220
8365,july,0,3000
8365,june,0,3500
8365,may,0,332
8365,april,0,390
8366,september,0,2000
8366,august,0,3000
8366,july,0,2000
8366,june,0,3000
8366,may,0,0
8366,april,0,150
8367,september,0,0
8367,august,0,0
8367,july,-2,0
8367,june,-2,0
8367,may,-2,0
8367,april,-2,0
8368,september,0,7000
8368,august,0,5000
8368,july,0,5000
8368,june,0,6000
8368,may,0,6000
8368,april,0,5300
8369,september,2,2300
8369,august,0,2100
8369,july,0,1000
8369,june,0,1000
8369,may,0,1000
8369,april,0,680
8370,september,-1,1935
8370,august,-1,1630
8370,july,-1,7461
8370,june,-1,4124
8370,may,-1,1261
8370,april,-1,2798
8371,september,3,0
8371,august,2,2000
8371,july,0,1500
8371,june,0,2000
8371,may,0,2500
8371,april,0,2000
8372,september,1,0
8372,august,-2,0
8372,july,-2,1304
8372,june,-1,4375
8372,may,-1,1025
8372,april,0,2952
8373,september,0,3332
8373,august,0,7770
8373,july,0,5000
8373,june,0,3000
8373,may,0,5000
8373,april,0,25000
8374,september,1,1000
8374,august,2,1159
8374,july,0,500
8374,june,0,432
8374,may,0,600
8374,april,0,0
8375,september,-1,6596
8375,august,-1,0
8375,july,2,6918
8375,june,0,4351
8375,may,0,8161
8375,april,0,0
8376,september,1,0
8376,august,-2,0
8376,july,-2,3004
8376,june,-1,4804
8376,may,-1,5008
8376,april,-1,169
8377,september,-1,1301
8377,august,-1,3210
8377,july,-1,3284
8377,june,-1,1111
8377,may,-1,8349
8377,april,-1,4249
8378,september,1,0
8378,august,-2,0
8378,july,-2,0
8378,june,-2,0
8378,may,-2,0
8378,april,-2,0
8379,september,-1,2000
8379,august,0,5000
8379,july,0,4000
8379,june,0,2000
8379,may,0,5000
8379,april,0,2000
8380,september,0,1265
8380,august,0,1300
8380,july,0,1001
8380,june,0,1000
8380,may,0,1000
8380,april,0,1000
8381,september,0,3000
8381,august,0,4000
8381,july,0,3047
8381,june,0,3000
8381,may,0,3000
8381,april,0,3000
8382,september,-1,285
8382,august,0,6466
8382,july,-1,3
8382,june,0,5
8382,may,0,10
8382,april,0,15219
8383,september,1,0
8383,august,-2,0
8383,july,-2,708
8383,june,-1,560
8383,may,-1,0
8383,april,-2,560
8384,september,-1,0
8384,august,-1,0
8384,july,-2,507
8384,june,-1,736
8384,may,-1,3
8384,april,0,797
8385,september,-1,3650
8385,august,-1,44671
8385,july,-1,82555
8385,june,-1,9120
8385,may,-1,85407
8385,april,-1,14261
8386,september,1,0
8386,august,-2,0
8386,july,-2,1200
8386,june,-1,0
8386,may,0,0
8386,april,0,0
8387,september,0,2500
8387,august,0,2000
8387,july,0,2000
8387,june,0,628
8387,may,0,3525
8387,april,0,3000
8388,september,0,2000
8388,august,0,2000
8388,july,0,2000
8388,june,0,0
8388,may,0,0
8388,april,-2,0
8389,september,-1,375
8389,august,-1,375
8389,july,-1,750
8389,june,-1,0
8389,may,0,399
8389,april,-1,399
8390,september,1,2200
8390,august,2,0
8390,july,3,800
8390,june,2,0
8390,may,2,1401
8390,april,2,0
8391,september,2,0
8391,august,2,1270
8391,july,0,742
8391,june,0,613
8391,may,0,615
8391,april,0,646
8392,september,-2,4093
8392,august,-2,7917
8392,july,-2,5459
8392,june,-2,51787
8392,may,-2,18178
8392,april,-2,3659
8393,september,-1,286
8393,august,-1,528
8393,july,0,0
8393,june,0,128
8393,may,0,15239
8393,april,-1,1e+05
8394,september,-2,0
8394,august,-2,0
8394,july,-2,0
8394,june,-2,0
8394,may,-2,0
8394,april,-2,0
8395,september,0,2349
8395,august,0,1296
8395,july,0,1000
8395,june,0,696
8395,may,0,2213
8395,april,0,0
8396,september,0,5121
8396,august,0,10180
8396,july,0,41
8396,june,0,22
8396,may,0,9865
8396,april,-1,14847
8397,september,0,2913
8397,august,0,9000
8397,july,0,0
8397,june,0,2000
8397,may,0,0
8397,april,2,10639
8398,september,-1,390
8398,august,-1,780
8398,july,-1,0
8398,june,0,390
8398,may,-1,7140
8398,april,-1,1230
8399,september,1,0
8399,august,-2,0
8399,july,-2,0
8399,june,-2,0
8399,may,-2,0
8399,april,-2,0
8400,september,-2,0
8400,august,-2,0
8400,july,-2,1012
8400,june,-2,0
8400,may,-2,0
8400,april,-2,492
8401,september,2,3000
8401,august,0,3000
8401,july,0,4000
8401,june,0,3000
8401,may,2,0
8401,april,2,4300
8402,september,-1,2200
8402,august,-1,0
8402,july,2,780
8402,june,-1,0
8402,may,0,1320
8402,april,-1,0
8403,september,-1,3082
8403,august,-1,5820
8403,july,-1,1198
8403,june,-1,1802
8403,may,-1,1198
8403,april,-1,1802
8404,september,-2,10363
8404,august,-2,5910
8404,july,-2,13380
8404,june,-2,5093
8404,may,-2,2791
8404,april,-2,9527
8405,september,0,10608
8405,august,-1,8944
8405,july,-1,200
8405,june,-1,4290
8405,may,-1,0
8405,april,-1,0
8406,september,-1,6007
8406,august,-1,1000
8406,july,0,390
8406,june,-1,0
8406,may,-1,780
8406,april,-1,0
8407,september,-1,0
8407,august,-1,13009
8407,july,-1,8018
8407,june,-1,0
8407,may,0,3039
8407,april,-1,2000
8408,september,2,1500
8408,august,2,1500
8408,july,2,600
8408,june,2,2000
8408,may,2,1300
8408,april,2,1500
8409,september,0,2603
8409,august,0,1621
8409,july,0,1000
8409,june,0,1000
8409,may,0,1204
8409,april,0,1000
8410,september,0,4615
8410,august,0,7175
8410,july,0,4529
8410,june,0,4625
8410,may,0,4029
8410,april,0,4237
8411,september,-1,2719
